StockCode,Description,Total_Quantity,Total_Revenue,Total_Orders,Avg_Price
23511,EMBROIDERED RIBBON REEL EMILY ,524,1046.42,85,2.0
21803,CHRISTMAS TREE STAR DECORATION,2489,1045.3799999999999,101,0.42
23432,PRETTY HANGING QUILTED HEARTS,1272,1045.2,70,0.82
16046,TEATIME PEN CASE & PENS,9949,1043.53,45,0.1
23542,70'S ALPHABET WALL ART,150,1043.1,15,6.95
84847,FLORAL BATHROOM SET,2315,1043.01,37,0.45
21246,RED RETROSPOT BIG BOWL,214,1042.5,50,4.87
21090,SET/6 COLLAGE PAPER PLATES,2285,1042.03,159,0.46
22532,MAGIC DRAWING SLATE LEAP FROG ,2740,1041.3600000000001,154,0.38
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,1601,1040.83,161,0.65
22997,TRAVEL CARD WALLET UNION JACK,2477,1038.9,181,0.42
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,831,1038.66,96,1.25
21633,SUNFLOWER DECORATIVE PARASOL,127,1038.45,34,8.18
21410,COUNTRY COTTAGE  DOORSTOP GREEN,259,1036.75,101,4.0
22204,MILK PAN BLUE RETROSPOT,290,1035.66,56,3.57
16235,RECYCLED PENCIL WITH RABBIT ERASER,5088,1031.58,160,0.2
20755,BLUE PAISLEY POCKET BOOK,5084,1031.0,86,0.2
79066K,RETRO MOD TRAY,1272,1030.86,173,0.81
72800F,4 IVORY DINNER CANDLES GOLD FLOCK,816,1029.72,62,1.26
85025C,PINK HEART SHAPE PHOTO FRAME,642,1029.1,92,1.6
23231,WRAP  VINTAGE DOILY ,2450,1029.0,93,0.42
21825,PAINTED METAL TREE WITH HOLLY BELLS,722,1027.6999999999998,67,1.42
22340,NOEL GARLAND PAINTED ZINC ,1345,1027.41,95,0.76
84989A,75 GREEN FAIRY CAKE CASES,2066,1027.1,121,0.5
22256,FELT FARM ANIMAL CHICKEN,846,1025.58,83,1.21
23516,EMBROIDERED RIBBON REEL SOPHIE  ,291,1025.01,40,3.52
84688,BEACH HUT DESIGN BLACKBOARD,388,1025.0,47,2.64
22102,MIRROR MOSAIC T-LIGHT HOLDER ,1738,1024.5,41,0.59
22382,LUNCHBAG SPACEBOY DESIGN ,644,1022.6,45,1.59
84815,SET OF 3 DANISH ROSE PLANTERS,906,1022.5,36,1.13
21849,SILVER DIAMANTE PEN IN GIFT BOX,460,1020.34,59,2.22
22718,CARD CAT AND TREE ,2460,1020.24,170,0.41
21195,PINK  HONEYCOMB PAPER BALL ,622,1018.6800000000001,55,1.64
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,11335,1017.18,51,0.09
23026,DRAWER KNOB VINTAGE GLASS STAR,503,1016.97,53,2.02
23411, TRELLIS COAT RACK,217,1016.5500000000001,46,4.68
21209,MULTICOLOUR HONEYCOMB FAN,1354,1016.52,84,0.75
20777,CHRYSANTHEMUM NOTEBOOK,3525,1016.25,94,0.29
23544,WALL ART MID CENTURY MODERN ,164,1015.78,20,6.19
16047,POP ART PEN CASE & PENS,10587,1015.59,23,0.1
21883,STARS GIFT TAPE ,2038,1015.3600000000001,165,0.5
72819,CUPID DESIGN SCENTED CANDLES,660,1015.1,64,1.54
22101,MIRROR MOSAIC VOTIVE HOLDER,1088,1014.72,49,0.93
23508,MINI PLAYING CARDS DOLLY GIRL ,2472,1013.0400000000001,106,0.41
23327,HANGING CLEAR MINI BOTTLE,1710,1012.02,34,0.59
21065,BOOM BOX SPEAKER GIRLS,516,1011.6,57,1.96
37479B,CUBIC MUG FLOCK BLUE ON BROWN,1240,1011.48,24,0.82
21040,MODERN VINTAGE COTTON SHOPPING BAG,855,1011.45,46,1.18
21316,SMALL CHUNKY GLASS ROMAN  BOWL,669,1008.19,34,1.51
21827,EIGHT PIECE CREEPY CRAWLIE SET,810,1007.94,119,1.24
21010,ETCHED GLASS BIRD TREE DECORATION,806,1007.5,66,1.25
23460,SWEETHEART WALL TIDY ,108,1007.0799999999999,43,9.32
15058B,PINK WHITE SPOTS GARDEN PARASOL,180,1007.0,47,5.59
22857,ASSORTED EASTER GIFT TAGS,1226,1004.66,62,0.82
22202,MILK PAN PINK POLKADOT,286,1003.38,40,3.51
21786,POLKADOT RAIN HAT ,2578,1003.33,127,0.39
23433,HANGING QUILTED PATCHWORK APPLES,1215,1003.1700000000001,82,0.83
21802,CHRISTMAS TREE HEART DECORATION,2388,1002.9599999999999,99,0.42
22678,FRENCH BLUE METAL DOOR SIGN 3,799,1001.18,113,1.25
84569D,PACK 6 HEART/ICE-CREAM PATCHES,799,1001.17,96,1.25
22258,FELT FARM ANIMAL RABBIT,1113,1000.77,71,0.9
85179B,WHITE BITTY LIGHT CHAIN ,240,1000.0799999999999,39,4.17
23347,I LOVE LONDON BEAKER,827,999.75,70,1.21
85169A,IVORY LOVE BIRD CANDLE,913,999.07,97,1.09
23087,ZINC  HEART T-LIGHT HOLDER,830,997.1800000000001,49,1.2
23131,MISELTOE HEART WREATH CREAM,240,996.0,1,4.15
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,2630,995.4599999999999,113,0.38
23102,SILVER HEARTS TABLE DECORATION,1231,995.33,139,0.81
22049,WRAP CHRISTMAS SCREEN PRINT,3450,994.75,112,0.29
20832,RED FLOCK LOVE HEART PHOTO FRAME,1576,994.0999999999999,103,0.63
21145,ANTIQUE GLASS PLACE SETTING,839,994.03,39,1.18
85136C,RED SHARK HELICOPTER,125,993.75,80,7.95
22416,36 DOILIES SPACEBOY DESIGN ,705,993.4499999999999,52,1.41
23365,SET 12 COLOUR PENCILS LOVE LONDON,1529,991.45,128,0.65
23452,HEART MINI PORTRAIT FRAME,510,990.9,81,1.94
85212,MINI PAINTED GARDEN DECORATION ,2766,990.6199999999999,96,0.36
84964B,BLUE PAINTED KASHMIRI TABLE ,17,990.0,2,58.24
21399,BLUE POLKADOT COFFEE MUG,2113,989.9399999999999,70,0.47
21530,DAIRY MAID TOASTRACK,860,989.72,114,1.15
84678,CLASSICAL ROSE SMALL VASE,541,989.5500000000001,64,1.83
20752,BLUE POLKADOT WASHING UP GLOVES,471,989.1,156,2.1
84559A,3D SHEET OF DOG STICKERS,1161,987.63,151,0.85
17021,NAMASTE SWAGAT INCENSE,3714,982.44,75,0.26
22856,ASSORTED EASTER DECORATIONS  BELLS,872,980.5600000000001,27,1.12
85124C,GREEN JUICY FRUIT PHOTO FRAME,397,979.95,97,2.47
22323,PINK POLKADOT KIDS BAG,474,975.9,72,2.06
21202,DOLLY HONEYCOMB GARLAND,814,975.9,56,1.2
37424,WHITE WITH BLACK CATS MUG,5153,975.41,47,0.19
72815,3 WICK CHRISTMAS BRIAR CANDLE ,260,975.0,59,3.75
22260,FELT EGG COSY BLUE RABBIT ,1187,973.0699999999999,108,0.82
21752,GLASS CAKE STAND MIRRORED BASE,68,972.6,30,14.3
20705,MRS ROBOT SOFT TOY,269,972.5500000000001,49,3.62
20866,BLUE ROSE FABRIC MIRROR,963,972.29,87,1.01
23041,PAPER LANTERN 9 POINT SNOW STAR,234,971.1,42,4.15
20784,RED RETRO BAR STOOL,26,970.7,8,37.33
22680,FRENCH BLUE METAL DOOR SIGN 5,775,969.97,107,1.25
84559B,3D SHEET OF CAT STICKERS,1140,969.0,150,0.85
21277,FRENCH STYLE EMBOSSED HEART CABINET,45,968.8,40,21.53
21759,METAL WALL SHELF UNIT WITH HOOKS,27,968.08,11,35.85
22321,BIRD DECORATION RED SPOT,1139,966.5899999999999,84,0.85
84969,ASSORTED COLOUR SET 6 TEASPOONS,227,964.75,63,4.25
84800L,LARGE WHITE/PINK ROSE ART FLOWER,647,964.4300000000001,37,1.49
85008,SET OF 3 CONEY ISLAND OVAL BOXES,259,961.8,89,3.71
84687,BEACH HUT SHELF W 3 DRAWERS,292,961.4,52,3.29
23281,FOLDING BUTTERFLY MIRROR RED  ,1252,961.2800000000001,89,0.77
85126,LARGE ROUND CUTGLASS CANDLESTICK,148,960.6,32,6.49
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,2460,958.32,87,0.39
22266,EASTER DECORATION HANGING BUNNY,2476,958.3,123,0.39
72484,ROSES IN WHITE HEART CANDLE ,1805,958.21,54,0.53
22860,EASTER TIN CHICKS PINK DAISY,580,957.0,88,1.65
84750B,BLACK SMALL GLASS CAKE STAND,564,956.64,55,1.7
82001S,SILVER RECORD COVER FRAME,272,955.86,19,3.51
85197,SET OF 12 MINI BUNNIES IN A BUCKET,1667,955.26,73,0.57
23518,EMBROIDERED RIBBON REEL RACHEL ,357,954.93,41,2.67
22701,PINK DOG BOWL,552,954.7800000000001,86,1.73
21250,SET OF SKULL WALL STICKERS,394,950.5,53,2.41
84664,CHERRY BLOSSOM BATHROOM CABINET,192,950.4,50,4.95
72753B,S/3 FLWR FAIRY LAVENDER CANDLES,444,949.95,13,2.14
22717,CARD DOG AND BALL ,2322,949.32,152,0.41
23088,ZINC HEART FLOWER T-LIGHT HOLDER,760,947.18,57,1.25
22986,WRAP GINGHAM ROSE ,2276,943.92,82,0.41
23033,DRAWER KNOB CERAMIC RED,679,943.75,59,1.39
22597,MUSICAL ZINC HEART DECORATION ,2498,943.64,113,0.38
22280,POCKET BAG PINK PAISELY BROWN SPOT,579,943.03,87,1.63
78124,MAGAZINE RACK GEBRA ASSORTED ,718,942.5,26,1.31
47504H,ENGLISH ROSE SPIRIT LEVEL ,989,940.83,105,0.95
85019B,BLOSSOM  IMAGES NOTEBOOK SET,704,940.0,36,1.34
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,613,937.25,26,1.53
37492B,BLUE YELLOW FLOWER PIGGY BANK,488,937.1999999999999,43,1.92
35648,VINTAGE BEAD PINK PURSE ,867,937.0100000000001,68,1.08
23533,WALL ART GARDEN HAVEN ,210,936.34,31,4.46
35958,FOLKART ZINC STAR CHRISTMAS DEC,1100,935.0,69,0.85
85160B,BLACK BIRD GARDEN DESIGN MUG,6149,934.87,30,0.15
23402,HOME SWEET HOME 3 PEG HANGER ,255,934.1700000000001,51,3.66
21636,MADRAS NOTEBOOK MEDIUM,1003,934.05,88,0.93
22995,TRAVEL CARD WALLET SUKI,2228,932.88,183,0.42
23525,WALL ART BUFFALO BILL ,321,932.6700000000001,29,2.91
23331,DECORATIVE WICKER HEART SMALL,1492,932.28,81,0.62
20932,PINK POT PLANT CANDLE,305,932.0500000000001,56,3.06
21690,SILVER  CANDLEPOT JARDIN ,248,929.2,75,3.75
21425,SKULLS STORAGE BOX LARGE,450,928.1400000000001,58,2.06
21562,HAWAIIAN GRASS SKIRT ,664,926.71,63,1.4
22116,METAL SIGN HIS DINNER IS SERVED,735,924.69,127,1.26
21814,HEART T-LIGHT HOLDER ,639,924.15,71,1.45
23527,ANIMALS AND NATURE WALL ART,267,923.97,17,3.46
23153,ZINC SWEETHEART WIRE LETTER RACK,248,923.63,78,3.72
21711,FOLDING UMBRELLA  WHITE/RED  SPOT,259,922.05,26,3.56
23512,EMBROIDERED RIBBON REEL ROSIE,484,921.46,49,1.9
20758,ABSTRACT CIRCLES POCKET BOOK,5378,920.9,74,0.17
84817,DANISH ROSE DECORATIVE PLATE,1051,920.64,77,0.88
23566,EGG CUP MILKMAID HEIDI,784,919.52,46,1.17
21061,PARTY INVITES FOOTBALL,1303,919.27,124,0.71
21702,SET 5 MINI GATEAUX  FRIDGE MAGNETS,2636,918.6800000000001,8,0.35
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,184,918.02,70,4.99
22119, PEACE WOODEN BLOCK LETTERS,133,917.15,47,6.9
22529,MAGIC DRAWING SLATE GO TO THE FAIR ,2295,916.38,136,0.4
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,2928,915.12,90,0.31
20707,CRAZY DAISY HEART DECORATION,1279,914.12,63,0.71
15058B,PINK POLKADOT GARDEN PARASOL,121,913.95,44,7.55
21131,GOLD STANDING GNOME,253,910.25,28,3.6
84358,FLOOR LAMP SHADE WOOD BASE,113,909.63,22,8.05
23514,EMBROIDERED RIBBON REEL SALLY ,458,909.14,62,1.99
85189,HANGING BUTTERFLY  EGG,1117,908.89,58,0.81
21630,FLOOR CUSHION ELEPHANT CARNIVAL,104,908.8,47,8.74
22324,BLUE POLKADOT KIDS BAG,447,906.81,66,2.03
72045D,ROSES ON BLUE TEACUP CANDLE ,536,905.84,3,1.69
22786,CUSHION COVER PINK UNION JACK,163,903.89,58,5.55
22321,BIRD DECORATION RED RETROSPOT,1085,903.53,73,0.83
22707,WRAP MONSTER FUN ,2150,903.0,81,0.42
23510,MINI PLAYING CARDS GYMKHANA,2297,901.74,95,0.39
85018D,YULETIDE IMAGES S/6 PAPER BOXES,762,901.5,63,1.18
21269,ANTIQUE CREAM CUTLERY SHELF ,106,901.0,58,8.5
46000P,POLYESTER FILLER PAD 65CMx65CM,212,901.0,48,4.25
35962,12 ASS ZINC CHRISTMAS DECORATIONS,429,900.9000000000001,45,2.1
84405A,S/3 PINK COL METAL BASKET W HANDLE,122,900.3000000000001,45,7.38
20671,BLUE TEATIME PRINT BOWL ,731,900.07,106,1.23
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,788,898.7,61,1.14
21691,SILVER VANILLA FLOWER CANDLE POT,240,898.56,66,3.74
23529,WALL ART DOLLY GIRL ,311,896.3700000000001,19,2.88
84760L,LARGE HANGING GLASS+ZINC LANTERN,560,896.0,1,1.6
23419,HOME SWEET HOME BOTTLE ,437,895.0400000000001,61,2.05
17109B,FLOWER FAIRY INCENSE LAVENDER,4541,892.91,16,0.2
84666,SQUARE CHERRY BLOSSOM CABINET,226,892.7,33,3.95
22939,ADULT APRON APPLE DELIGHT,179,891.9300000000001,40,4.98
20778,GARDEN PATH NOTEBOOK ,3595,891.75,80,0.25
84360,TABLE LAMP WHITE SHADE WOOD BASE,173,891.5500000000001,35,5.15
37475,SET/4 COLOURFUL MIXING BOWLS,94,891.5,51,9.48
21725,SWEETIES  STICKERS,1047,889.9499999999999,109,0.85
20773,BLUE PAISLEY NOTEBOOK,3303,889.9499999999999,95,0.27
85104,SILVER GLASS T-LIGHT SET,327,888.9300000000001,51,2.72
22512,DOORSTOP RACING CAR DESIGN,375,888.23,63,2.37
21746,SMALL RED SPOT  WINDMILL,742,886.46,52,1.19
22096,PINK PAISLEY SQUARE TISSUE BOX ,1646,886.28,163,0.54
23528,SPACEBOY WALL ART,306,885.9000000000001,13,2.9
22643,SET OF 4 NAPKIN CHARMS LEAVES   ,405,882.99,76,2.18
22994,TRAVEL CARD WALLET RETROSPOT,2104,882.24,160,0.42
22598,CHRISTMAS MUSICAL ZINC TREE,1562,881.72,93,0.56
21291,SMALL SPOTTY CHOCOLATE GIFT BAG ,1049,881.5699999999999,65,0.84
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,52,881.4,32,16.95
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,2872,879.92,63,0.31
84974,S/2 ZINC HEART DESIGN PLANTERS,89,879.55,57,9.88
72799A,BLACK PILLAR CANDLE SILVER FLOCK,612,877.8000000000001,18,1.43
20934,SET/3 POT PLANT CANDLES,167,877.1500000000001,47,5.25
85019A,ROMANTIC IMAGES NOTEBOOK SET,639,876.75,41,1.37
23540,WALL ART THE MAGIC FOREST ,144,876.64,9,6.09
21708,FOLDING UMBRELLA CREAM POLKADOT,178,875.5000000000001,42,4.92
21805,WHITE CHRISTMAS TREE DECORATION ,2124,874.8,82,0.41
23107,WHITE HEARTS WIRE PLANT POT HOLDER,324,873.5600000000001,59,2.7
47504E,ENGLISH ROSE SCISSORS,4372,871.4,37,0.2
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,743,870.95,57,1.17
22679,FRENCH BLUE METAL DOOR SIGN 4,695,870.57,102,1.25
20798,CLEAR MILKSHAKE GLASS,445,869.7,41,1.95
21726,MULTI HEARTS  STICKERS,1038,869.3,127,0.84
17033,"BROCADE PURSE,SMALL ARCH BUTTON",3279,867.55,68,0.26
84637,KITCHEN FLOWER POTS WALL PLAQUE,487,867.25,33,1.78
21189,WHITE HONEYCOMB PAPER GARLAND ,543,866.75,61,1.6
35923,CANDY HEART HANGING DECORATION,1453,866.71,66,0.6
22896,PEG BAG APPLE DESIGN,384,866.7,28,2.26
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,322,866.58,39,2.69
84826,ASSTD DESIGN 3D PAPER STICKERS,1731,866.53,50,0.5
22647,CERAMIC LOVE HEART MONEY BANK,1042,866.5,68,0.83
23545,WRAP RED VINTAGE DOILY,2100,866.0,68,0.41
22264,FELT FARM ANIMAL WHITE BUNNY ,1803,865.7099999999999,88,0.48
21060,PARTY INVITES BALLOON GIRL,1208,864.1999999999999,123,0.72
20617,FIRST CLASS PASSPORT COVER ,452,863.88,74,1.91
84791,GINGHAM HEART DECORATION,296,863.6000000000001,75,2.92
20759,CHRYSANTHEMUM POCKET BOOK ,5734,863.5,44,0.15
21391,FRENCH LAVENDER SCENT HEART,972,861.3,77,0.89
23517,EMBROIDERED RIBBON REEL REBECCA ,312,860.88,51,2.76
23002,TRAVEL CARD WALLET SKULLS,2052,860.4,140,0.42
21945,STRAWBERRIES  DESIGN FLANNEL ,1518,859.64,73,0.57
23099,FRENCH CARRIAGE LANTERN,132,858.9000000000001,54,6.51
22814,CARD PARTY GAMES ,2126,858.36,135,0.4
22069,BROWN  PIRATE TREASURE CHEST ,603,858.33,82,1.42
84925F,PSYCHEDELIC WALL THERMOMETER,711,857.9300000000001,31,1.21
20780,BLACK EAR MUFF HEADPHONES,174,857.6,58,4.93
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,150,856.5,25,5.71
20757,RED DAISY POCKET BOOK ,5301,856.23,55,0.16
21815,STAR  T-LIGHT HOLDER ,592,855.9999999999999,60,1.45
21720,CAKE SHOP  STICKER SHEET,1023,854.99,87,0.84
23532,WALL ART WORK REST AND PLAY  ,205,853.47,26,4.16
22288,"DECORATION , HANGING METAL RABBIT",813,851.25,47,1.05
21007,ETCHED GLASS DROPLET DECORATION,1905,851.23,39,0.45
21721,CANDY SHOP  STICKER SHEET,1005,851.13,89,0.85
20991,JAZZ HEARTS MAGNETIC MEMO PAD,7058,850.9000000000001,16,0.12
85129D,BEADED CRYSTAL HEART PINK SMALL,655,850.35,85,1.3
84596E,SMALL LICORICE DES PINK BOWL,880,850.2,124,0.97
85226A,WHITE/BLUE PULL BACK RACING CAR,1658,849.5,114,0.51
21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,92,848.8,26,9.23
21338,MARAKESH LANTERN SMALL ,196,848.35,11,4.33
22255,FELT TOADSTOOL  SMALL,998,848.3,87,0.85
21284,RETROSPOT CANDLE  SMALL,1116,847.88,60,0.76
85032B,BLOSSOM IMAGES GIFT WRAP SET,929,846.0,106,0.91
20801,LARGE PINK GLASS SUNDAE DISH,902,845.86,69,0.94
22821,GIFT BAG PSYCHEDELIC APPLES,1300,845.36,103,0.65
23525,BUFFALO BILL WALL ART ,246,845.22,15,3.44
85124A,PINK JUICY FRUIT PHOTO FRAME,339,843.75,70,2.49
21836,GINGHAM OVEN GLOVE RED HEART ,225,843.75,80,3.75
20774,GREEN FERN NOTEBOOK,3419,841.35,76,0.25
20622,VIPPASSPORT COVER ,488,840.6800000000001,71,1.72
84782A,PINK 3 TIER GLASS PLATE STAND,119,840.45,26,7.06
21127,COLOURFUL FISHING GNOME,284,838.6,36,2.95
23178,JAM CLOCK MAGNET,309,838.47,55,2.71
21299,EDWARDIAN TOILET ROLL UNIT ,161,838.35,29,5.21
84985A,SET OF 72 GREEN PAPER DOILIES,578,838.0999999999999,119,1.45
23179,CLOCK MAGNET MUM'S KITCHEN,304,837.88,40,2.76
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,525,837.45,65,1.6
21635,MADRAS NOTEBOOK LARGE ,395,836.25,39,2.12
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,1018,836.18,109,0.82
21780,MA CAMPAGNE 4 DRAWER WALL SHELF,125,835.55,17,6.68
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,245,834.7500000000001,43,3.41
22143,CHRISTMAS CRAFT HEART DECORATIONS,420,834.0,53,1.99
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,689,833.89,67,1.21
90200D,PINK SWEETHEART BRACELET,199,833.75,55,4.19
21062,PARTY INVITES SPACEMAN,1009,833.53,120,0.83
23523,TREASURE AHOY WALL ART,270,833.46,16,3.09
20786,BLACK RETRO BAR STOOL,22,830.9,9,37.77
72529W,WHITE ADVENT CANDLE,443,829.08,39,1.87
35599B,BLACK CHRISTMAS TREE 120CM,249,828.5699999999999,38,3.33
84820,DANISH ROSE TRINKET TRAYS,317,828.15,49,2.61
85124B,BLUE JUICY FRUIT PHOTO FRAME,331,827.85,84,2.5
21392,RED SPOTTY PUDDING BOWL,3818,827.04,24,0.22
21650,ASSORTED TUTTI FRUTTI BRACELET,2791,826.99,101,0.3
21664,RIDGED GLASS STORAGE JAR CREAM LID,227,825.3299999999999,54,3.64
84341B,SMALL PINK MAGIC CHRISTMAS TREE,1690,825.03,94,0.49
85130D,BEADED CRYSTAL HEART PINK LARGE,734,824.28,80,1.12
22682,FRENCH BLUE METAL DOOR SIGN 7,658,823.11,85,1.25
23502,PLAYING CARDS VINTAGE DOILY ,677,822.73,85,1.22
22310,KNITTED MUG COSY IVORY COLOUR ,546,821.7,28,1.5
23338,EGG FRYING PAN RED ,405,820.32,91,2.03
23479,WIRE EGG BASKET ,109,819.65,40,7.52
22893,MINI CAKE STAND T-LIGHT HOLDER,2006,819.48,93,0.41
23186,FRENCH STYLE STORAGE JAR CAFE ,1982,819.4599999999999,70,0.41
85135C,RED DRAGONFLY HELICOPTER,103,818.85,65,7.95
22268,EASTER DECORATION SITTING BUNNY,1010,817.9399999999999,110,0.81
22681,FRENCH BLUE METAL DOOR SIGN 6,652,816.82,86,1.25
20756,GREEN FERN POCKET BOOK,5679,816.7499999999999,44,0.14
72598,SET/12 TAPER CANDLES,1042,815.14,89,0.78
84660A,WHITE STITCHED WALL CLOCK,851,814.4,42,0.96
84750A,PINK SMALL GLASS CAKE STAND,447,814.05,49,1.82
17039,INLAID WOOD INCENSE HOLDER,3641,813.0899999999999,30,0.22
22164,STRING OF STARS CARD HOLDER,303,812.2500000000001,42,2.68
20833,SHAKER THROW  QUILTED,52,811.8,5,15.61
85159A,"BLACK TEA,COFFEE,SUGAR JARS",456,811.1999999999999,48,1.78
21944,KITTENS DESIGN FLANNEL,1538,811.0999999999999,75,0.53
85231L,LAVENDER SCENTED SET/9 T-LIGHTS,1018,810.6999999999999,101,0.8
85145,JARDIN ETCHED GLASS LARGE BELL JAR,91,809.05,30,8.89
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,665,807.52,96,1.21
47589,CONGRATULATIONS BUNTING,148,806.6,70,5.45
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,3313,806.3399999999999,62,0.24
21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,162,805.6500000000001,32,4.97
85130B,BEADED CRYSTAL HEART GREEN LARGE,875,805.0500000000001,59,0.92
84660B,BLACK STITCHED WALL CLOCK,727,804.65,44,1.11
84632,DECORATIVE HANGING SHELVING UNIT,14,799.3000000000001,10,57.09
85166B,BLACK METAL BAROQUE PHOTO FRAME,501,798.75,31,1.59
23524,HORSE & PONY WALL ART,256,797.3100000000001,17,3.11
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,416,795.6800000000001,21,1.91
82616B,FRAPPUCINO SCARF KNITTING KIT,533,794.9300000000001,75,1.49
21580,RABBIT  DESIGN  COTTON TOTE BAG,361,794.25,89,2.2
21331,MOROCCAN BEATEN METAL DISH LARGE,104,793.74,24,7.63
35598B,BLACK CHRISTMAS TREE 60CM,919,792.85,48,0.86
22247,BUNNY DECORATION MAGIC GARDEN,971,792.0699999999999,102,0.82
20867,PINK ROSE FABRIC MIRROR,844,791.72,75,0.94
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,539,791.22,78,1.47
21676,FLOWERS  STICKERS,1102,787.3599999999999,98,0.71
20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,295,787.05,30,2.67
84685,BEACH HUT KEY CABINET,359,786.25,54,2.19
21555,CERAMIC STRAWBERRY TRINKET TRAY,316,784.2,51,2.48
85196,EASTER BUNNIES ON A STICK,1536,783.96,66,0.51
85194S,HANGING SPRING FLOWER EGG SMALL,1680,783.8,95,0.47
84767,ZINC POLICE BOX LANTERN,193,783.7,4,4.06
23380,PACK OF 12 VINTAGE DOILY TISSUES,2087,783.6899999999999,92,0.38
21264,WHITE GOOSE FEATHER TREE 60CM ,352,782.4,57,2.22
20669,RED HEART LUGGAGE TAG,627,781.47,132,1.25
21801,CHRISTMAS TREE DECORATION WITH BELL,1860,781.1999999999999,80,0.42
21318,GLASS CHALICE BLUE SMALL ,936,780.3,77,0.83
23004,TRAVEL CARD WALLET PANTRY,1853,779.9,123,0.42
21414,SCALLOP SHELL SOAP DISH,1614,779.4,20,0.48
85135B,BLUE DRAGONFLY HELICOPTER,98,779.1,76,7.95
21724,PANDA AND BUNNIES STICKER SHEET,916,778.5999999999999,126,0.85
84660C,PINK STITCHED WALL CLOCK,689,778.07,55,1.13
23472, NINE DRAWER OFFICE TIDY,54,777.9,30,14.41
22216,T-LIGHT HOLDER WHITE LACE,1069,775.5699999999999,57,0.73
23220,REINDEER HEART DECORATION GOLD,929,774.4300000000001,77,0.83
84907,PINK YELLOW PATCH CUSHION COVER,359,774.1500000000001,11,2.16
21551,CERAMIC BIRDHOUSE BUTTERFLY LARGE,165,772.95,19,4.68
85163A,WHITE BAROQUE WALL CLOCK ,79,772.65,41,9.78
21632,VINTAGE PINK DECORATIVE PARASOL,102,772.5,32,7.57
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,574,772.1899999999999,77,1.35
85032C,CURIOUS IMAGES GIFT WRAP SET,793,772.1,100,0.97
23409,PHOTO FRAME LINEN AND LACE LARGE,208,771.72,41,3.71
84908A,PINK 5 PATCH FLOWER CUSHION COVER ,387,769.65,7,1.99
22936,BAKING MOULD ROSE WHITE CHOCOLATE,258,766.88,33,2.97
16259,PIECE OF CAMO STATIONERY SET,5473,766.09,55,0.14
84659A,WHITE TRAVEL ALARM CLOCK,311,765.66,71,2.46
85188A,GREEN METAL SWINGING BUNNY,904,765.28,81,0.85
21444,BLUE CHALET BIRDFEEDER,273,763.75,20,2.8
23458,DOLLY CABINET 3 DRAWERS ,51,762.4499999999999,30,14.95
22820,GIFT BAG BIRTHDAY,1172,761.98,76,0.65
23550,WRAP ALPHABET POSTER  ,1850,761.0,63,0.41
47593B,SCOTTIE DOGS BABY BIB,1730,760.14,107,0.44
37327,ASSTD MULTICOLOUR CIRCLES MUG,1535,759.59,52,0.49
22420,LIPSTICK PEN BABY PINK,1818,758.87,149,0.42
23423,PANTRY 3 HOOK ROLLING PIN HANGER,202,757.5,51,3.75
22985,WRAP BILLBOARD FONTS DESIGN,1800,756.0,62,0.42
21298,EDWARDIAN 2 DRAWER WALL CABINET ,52,755.8,14,14.53
84908B,BLUE 5 PATCH FLOWER CUSHION COVER,385,755.75,5,1.96
23519,EMBROIDERED RIBBON REEL CLAIRE,219,755.01,19,3.45
21335,LIBRARY LAMP,36,754.1999999999999,22,20.95
23487,SWEET HEART CAKE CARRIER,78,754.0,42,9.67
35646,VINTAGE BEAD PINK EVENING BAG,533,753.88,51,1.41
21629,SQUARE FLOOR CUSHION VINTAGE RED,96,753.2,46,7.85
22547,MINI JIGSAW DINOSAUR ,1864,752.43,109,0.4
23017,APOTHECARY MEASURING JAR,64,751.4000000000001,21,11.74
22825,DECORATIVE PLANT POT WITH FRIEZE,96,751.2,34,7.82
